,longitude,latitude,day,month,year,native,species,DOY,geometry,ClimateDivision
574,-121.03,38.481,26,03,2010,yes,Lasthenia californica,85,POINT (-121.03 38.481),5
575,-117.121,32.729,27,03,2005,yes,Lasthenia californica,86,POINT (-117.121 32.729),6
576,-118.129,34.74,10,04,1993,yes,Lasthenia californica,100,POINT (-118.129 34.74),7
579,-119.872,34.02,16,04,1991,yes,Lasthenia californica,106,POINT (-119.872 34.02),6
580,-116.39,33.077,09,03,1988,yes,Lasthenia californica,69,POINT (-116.39 33.077),7
581,-121.285,35.677,25,05,1996,yes,Lasthenia californica,146,POINT (-121.285 35.677),4
582,-119.39,34.004,01,04,1994,yes,Lasthenia californica,91,POINT (-119.39 34.004),6
583,-120.926,38.102,26,03,2013,yes,Lasthenia californica,85,POINT (-120.926 38.102),5
584,-117.071,32.836,11,04,2003,yes,Lasthenia californica,101,POINT (-117.071 32.836),6
587,-117.317,33.7,28,02,1997,yes,Lasthenia californica,59,POINT (-117.317 33.7),6
592,-116.929,32.721,31,03,2004,yes,Lasthenia californica,91,POINT (-116.929 32.721),6
593,-116.555,33.004,30,05,1971,yes,Lasthenia californica,150,POINT (-116.555 33.004),6
596,-116.751,33.326,20,03,2004,yes,Lasthenia californica,80,POINT (-116.751 33.326),6
598,-117.417,33.767,20,04,1993,yes,Lasthenia californica,110,POINT (-117.417 33.767),6
600,-116.673,33.092,26,03,2005,yes,Lasthenia californica,85,POINT (-116.673 33.092),6
604,-117.05,33.767,05,04,1993,yes,Lasthenia californica,95,POINT (-117.05 33.767),6
605,-116.223,32.662,17,04,2003,yes,Lasthenia californica,107,POINT (-116.223 32.662),7
614,-116.96,32.551,24,02,1967,yes,Lasthenia californica,55,POINT (-116.96 32.551),6
617,-121.381,38.979,21,03,2014,yes,Lasthenia californica,80,POINT (-121.381 38.979),2
618,-119.298,34.946,19,04,1998,yes,Lasthenia californica,109,POINT (-119.298 34.946),5
619,-121.158,35.958,14,04,2009,yes,Lasthenia californica,104,POINT (-121.158 35.958),4
620,-121.379,38.981,28,03,2013,yes,Lasthenia californica,87,POINT (-121.379 38.981),2
621,-120.891,38.406,05,04,2014,yes,Lasthenia californica,95,POINT (-120.891 38.406),5
622,-121.363,38.978,01,03,2013,yes,Lasthenia californica,60,POINT (-121.363 38.978),2
623,-122.219,38.157,20,04,2011,yes,Lasthenia californica,110,POINT (-122.219 38.157),1
624,-120.852,38.033,26,03,2013,yes,Lasthenia californica,85,POINT (-120.852 38.033),5
625,-120.926,38.102,26,03,2013,yes,Lasthenia californica,85,POINT (-120.926 38.102),5
626,-121.068,38.198,07,04,2010,yes,Lasthenia californica,97,POINT (-121.068 38.198),5
627,-119.596,37.045,03,06,2005,yes,Lasthenia californica,154,POINT (-119.596 37.045),5
628,-120.91,38.105,04,04,2012,yes,Lasthenia californica,95,POINT (-120.91 38.105),5
629,-121.03,38.481,26,03,2010,yes,Lasthenia californica,85,POINT (-121.03 38.481),5
630,-119.943,35.271,25,03,2008,yes,Lasthenia californica,85,POINT (-119.943 35.271),5
631,-121.941,38.389,04,05,2010,yes,Lasthenia californica,124,POINT (-121.941 38.389),2
632,-122.367,39.011,31,03,2000,yes,Lasthenia californica,91,POINT (-122.367 39.011),2
633,-121.145,38.167,26,03,2009,yes,Lasthenia californica,85,POINT (-121.145 38.167),5
634,-120.855,37.299,04,05,1996,yes,Lasthenia californica,125,POINT (-120.855 37.299),5
635,-120.819,38.872,19,03,2009,yes,Lasthenia californica,78,POINT (-120.819 38.872),2
636,-120.889,38.409,17,03,2007,yes,Lasthenia californica,76,POINT (-120.889 38.409),5
637,-121.676,37.352,18,05,1998,yes,Lasthenia californica,138,POINT (-121.676 37.352),4
638,-121.681,37.329,18,05,1998,yes,Lasthenia californica,138,POINT (-121.681 37.329),4
641,-122.334,38.25,16,04,1995,yes,Lasthenia californica,106,POINT (-122.334 38.25),1
642,-122.382,38.669,16,04,2012,yes,Lasthenia californica,107,POINT (-122.382 38.669),2
645,-122.412,39.074,07,04,1997,yes,Lasthenia californica,97,POINT (-122.412 39.074),2
646,-122.881,38.834,11,05,1976,yes,Lasthenia californica,132,POINT (-122.881 38.834),1
647,-122.335,38.774,29,04,2014,yes,Lasthenia californica,119,POINT (-122.335 38.774),2
648,-122.807,38.805,17,04,1974,yes,Lasthenia californica,107,POINT (-122.807 38.805),1
649,-121.024,38.481,07,04,2010,yes,Lasthenia californica,97,POINT (-121.024 38.481),5
650,-119.436,34.014,04,04,1996,yes,Lasthenia californica,95,POINT (-119.436 34.014),6
651,-122.711,38.584,04,05,2012,yes,Lasthenia californica,125,POINT (-122.711 38.584),1
653,-121.099,36.927,11,04,1986,yes,Lasthenia californica,101,POINT (-121.099 36.927),5
655,-119.467,33.233,03,04,1979,yes,Lasthenia californica,93,POINT (-119.467 33.233),6
656,-121.84,38.262,28,04,1971,yes,Lasthenia californica,118,POINT (-121.84 38.262),2
658,-118.876,34.226,21,02,1978,yes,Lasthenia californica,52,POINT (-118.876 34.226),6
659,-123.454,38.715,02,07,1974,yes,Lasthenia californica,183,POINT (-123.454 38.715),1
662,-121.84,38.262,28,04,1971,yes,Lasthenia californica,118,POINT (-121.84 38.262),2
663,-121.158,35.958,14,04,2009,yes,Lasthenia californica,104,POINT (-121.158 35.958),4
664,-120.281,37.382,14,04,2012,yes,Lasthenia californica,105,POINT (-120.281 37.382),5
665,-121.112,38.462,14,04,1973,yes,Lasthenia californica,104,POINT (-121.112 38.462),5
666,-119.583,37.031,20,05,2008,yes,Lasthenia californica,141,POINT (-119.583 37.031),5
667,-121.561,39.576,31,03,2005,yes,Lasthenia californica,90,POINT (-121.561 39.576),2
668,-121.722,38.641,01,04,2009,yes,Lasthenia californica,91,POINT (-121.722 38.641),2
669,-120.127,37.565,27,04,2006,yes,Lasthenia californica,117,POINT (-120.127 37.565),5
670,-120.851,37.255,22,04,2004,yes,Lasthenia californica,113,POINT (-120.851 37.255),5
671,-121.13,38.6,08,04,2009,yes,Lasthenia californica,98,POINT (-121.13 38.6),5
672,-122.471,37.892,30,03,1997,yes,Lasthenia californica,89,POINT (-122.471 37.892),1
673,-121.958,39.852,09,04,2003,yes,Lasthenia californica,99,POINT (-121.958 39.852),2
674,-122.471,37.892,19,05,1998,yes,Lasthenia californica,139,POINT (-122.471 37.892),1
675,-121.06,38.367,24,04,2008,yes,Lasthenia californica,115,POINT (-121.06 38.367),5
676,-122.162,38.522,04,05,2002,yes,Lasthenia californica,124,POINT (-122.162 38.522),2
677,-122.155,38.499,28,04,2001,yes,Lasthenia californica,118,POINT (-122.155 38.499),2
678,-122.409,38.858,29,04,2000,yes,Lasthenia californica,120,POINT (-122.409 38.858),2
679,-122.963,38.027,09,05,2004,yes,Lasthenia californica,130,POINT (-122.963 38.027),1
680,-123.779,39.499,28,04,1980,yes,Lasthenia californica,119,POINT (-123.779 39.499),1
681,-123.077,38.373,06,06,1971,yes,Lasthenia californica,157,POINT (-123.077 38.373),1
682,-121.84,38.262,28,04,1971,yes,Lasthenia californica,118,POINT (-121.84 38.262),2
683,-123.077,38.373,05,05,1973,yes,Lasthenia californica,125,POINT (-123.077 38.373),1
684,-121.84,38.262,28,04,1971,yes,Lasthenia californica,118,POINT (-121.84 38.262),2
685,-121.8,38.3,26,04,2002,yes,Lasthenia californica,116,POINT (-121.8 38.3),2
687,-122.373,38.827,22,04,2000,yes,Lasthenia californica,113,POINT (-122.373 38.827),2
688,-121.817,38.267,20,04,1995,yes,Lasthenia californica,110,POINT (-121.817 38.267),2
689,-122.409,38.858,29,04,2000,yes,Lasthenia californica,120,POINT (-122.409 38.858),2
690,-122.056,40.339,12,04,2001,yes,Lasthenia californica,102,POINT (-122.056 40.339),2
691,-121.843,38.279,16,05,1998,yes,Lasthenia californica,136,POINT (-121.843 38.279),2
692,-121.424,36.744,22,04,2006,yes,Lasthenia californica,112,POINT (-121.424 36.744),4
693,-116.652,33.641,10,05,2010,yes,Lasthenia californica,130,POINT (-116.652 33.641),6
694,-122.964,39.457,06,05,2004,yes,Lasthenia californica,127,POINT (-122.964 39.457),1
695,-122.964,39.457,06,05,2004,yes,Lasthenia californica,127,POINT (-122.964 39.457),1
696,-117.565,35.391,25,04,2005,yes,Lasthenia californica,115,POINT (-117.565 35.391),7
697,-121.732,39.647,14,04,1983,yes,Lasthenia californica,104,POINT (-121.732 39.647),2
698,-121.768,39.744,10,03,2005,yes,Lasthenia californica,69,POINT (-121.768 39.744),2
699,-123.806,39.309,11,05,1981,yes,Lasthenia californica,131,POINT (-123.806 39.309),1
700,-121.746,39.78,09,04,2012,yes,Lasthenia californica,100,POINT (-121.746 39.78),2
701,-121.554,39.582,11,05,2005,yes,Lasthenia californica,131,POINT (-121.554 39.582),2
702,-121.642,39.456,20,04,1983,yes,Lasthenia californica,110,POINT (-121.642 39.456),2
703,-121.948,40.168,08,04,2001,yes,Lasthenia californica,98,POINT (-121.948 40.168),2
704,-122.047,40.423,12,05,2003,yes,Lasthenia californica,132,POINT (-122.047 40.423),2
705,-122.6,38.596,05,04,2003,yes,Lasthenia californica,95,POINT (-122.6 38.596),1
706,-121.71,39.639,13,04,1969,yes,Lasthenia californica,103,POINT (-121.71 39.639),2
707,-121.919,39.841,03,04,1969,yes,Lasthenia californica,93,POINT (-121.919 39.841),2
708,-121.799,39.765,20,03,1969,yes,Lasthenia californica,79,POINT (-121.799 39.765),2
709,-123.224,39.147,02,04,1969,yes,Lasthenia californica,92,POINT (-123.224 39.147),1
710,-122.328,39.366,07,04,1999,yes,Lasthenia californica,97,POINT (-122.328 39.366),2
711,-122.546,39.776,06,04,1998,yes,Lasthenia californica,96,POINT (-122.546 39.776),2
712,-122.326,39.341,12,04,1999,yes,Lasthenia californica,102,POINT (-122.326 39.341),2
713,-122.608,39.829,13,04,1999,yes,Lasthenia californica,103,POINT (-122.608 39.829),2
714,-120.48,36.214,17,04,1986,yes,Lasthenia californica,107,POINT (-120.48 36.214),5
715,-117.846,35.645,23,03,1996,yes,Lasthenia californica,83,POINT (-117.846 35.645),7
716,-121.778,39.713,17,04,1969,yes,Lasthenia californica,107,POINT (-121.778 39.713),2
717,-121.918,39.589,20,04,1996,yes,Lasthenia californica,111,POINT (-121.918 39.589),2
718,-121.844,39.834,15,03,1968,yes,Lasthenia californica,75,POINT (-121.844 39.834),2
719,-121.911,39.899,17,03,1984,yes,Lasthenia californica,77,POINT (-121.911 39.899),2
720,-119.617,35.29,19,04,1995,yes,Lasthenia californica,109,POINT (-119.617 35.29),5
721,-122.058,40.337,03,04,1995,yes,Lasthenia californica,93,POINT (-122.058 40.337),2
722,-120.308,35.708,23,03,1989,yes,Lasthenia californica,82,POINT (-120.308 35.708),4
723,-122.139,39.404,28,04,1993,yes,Lasthenia californica,118,POINT (-122.139 39.404),2
724,-122.545,39.412,21,04,1991,yes,Lasthenia californica,111,POINT (-122.545 39.412),2
725,-122.118,40.284,16,04,1987,yes,Lasthenia californica,106,POINT (-122.118 40.284),2
726,-121.226,39.343,05,04,1992,yes,Lasthenia californica,96,POINT (-121.226 39.343),2
727,-121.738,39.803,04,04,1983,yes,Lasthenia californica,94,POINT (-121.738 39.803),2
728,-121.498,39.351,13,04,1978,yes,Lasthenia californica,103,POINT (-121.498 39.351),2
729,-120.967,36.994,04,03,1986,yes,Lasthenia californica,63,POINT (-120.967 36.994),5
730,-121.984,39.902,14,04,1983,yes,Lasthenia californica,104,POINT (-121.984 39.902),2
731,-120.974,36.926,04,06,1986,yes,Lasthenia californica,155,POINT (-120.974 36.926),5
732,-121.529,39.71,24,03,1985,yes,Lasthenia californica,83,POINT (-121.529 39.71),2
733,-120.412,36.1,15,03,1987,yes,Lasthenia californica,74,POINT (-120.412 36.1),5
734,-120.461,36.219,14,03,1986,yes,Lasthenia californica,73,POINT (-120.461 36.219),5
735,-121.745,39.784,26,03,1967,yes,Lasthenia californica,85,POINT (-121.745 39.784),2
736,-121.779,39.776,16,02,1983,yes,Lasthenia californica,47,POINT (-121.779 39.776),2
737,-121.562,39.699,07,04,1982,yes,Lasthenia californica,97,POINT (-121.562 39.699),2
738,-121.099,36.927,11,04,1986,yes,Lasthenia californica,101,POINT (-121.099 36.927),5
739,-121.506,39.361,11,04,1976,yes,Lasthenia californica,102,POINT (-121.506 39.361),2
740,-118.186,34.602,18,04,1971,yes,Lasthenia californica,108,POINT (-118.186 34.602),7
741,-122.912,40.593,06,05,1973,yes,Lasthenia californica,126,POINT (-122.912 40.593),1
742,-122.012,39.917,26,04,1980,yes,Lasthenia californica,117,POINT (-122.012 39.917),2
743,-121.671,39.709,01,03,1980,yes,Lasthenia californica,61,POINT (-121.671 39.709),2
744,-121.508,39.486,13,04,1980,yes,Lasthenia californica,104,POINT (-121.508 39.486),2
745,-120.87,35.309,03,01,1977,yes,Lasthenia californica,3,POINT (-120.87 35.309),4
750,-122.104,39.993,24,04,1978,yes,Lasthenia californica,114,POINT (-122.104 39.993),2
753,-122.456,37.577,18,04,1976,yes,Lasthenia californica,109,POINT (-122.456 37.577),4
754,-121.831,37.97,19,04,1975,yes,Lasthenia californica,109,POINT (-121.831 37.97),5
756,-121.572,39.714,26,04,1975,yes,Lasthenia californica,116,POINT (-121.572 39.714),2
757,-118.398,34.565,10,04,1974,yes,Lasthenia californica,100,POINT (-118.398 34.565),6
758,-118.336,33.779,11,04,2009,yes,Lasthenia californica,101,POINT (-118.336 33.779),6
759,-117.707,34.096,02,04,1968,yes,Lasthenia californica,93,POINT (-117.707 34.096),6
761,-123.802,39.463,06,06,1966,yes,Lasthenia californica,157,POINT (-123.802 39.463),1
769,-119.771,34.017,19,05,1979,yes,Lasthenia californica,139,POINT (-119.771 34.017),6
770,-119.771,34.017,26,03,1980,yes,Lasthenia californica,86,POINT (-119.771 34.017),6
771,-119.771,34.017,20,03,1984,yes,Lasthenia californica,80,POINT (-119.771 34.017),6
772,-119.771,34.017,19,05,1979,yes,Lasthenia californica,139,POINT (-119.771 34.017),6
773,-119.771,34.017,20,03,1984,yes,Lasthenia californica,80,POINT (-119.771 34.017),6
774,-119.771,34.017,27,03,1980,yes,Lasthenia californica,87,POINT (-119.771 34.017),6
776,-118.825,35.432,20,03,1982,yes,Lasthenia californica,79,POINT (-118.825 35.432),5
777,-120.657,35.306,07,03,2002,yes,Lasthenia californica,66,POINT (-120.657 35.306),4
778,-120.992,35.767,14,03,2010,yes,Lasthenia californica,73,POINT (-120.992 35.767),4
779,-120.892,35.449,04,04,2010,yes,Lasthenia californica,94,POINT (-120.892 35.449),4
837,-122.882,38.072,29,04,2011,yes,Lasthenia californica,119,POINT (-122.882 38.072),1
858,-117.351,33.799,21,04,2005,yes,Lasthenia californica,111,POINT (-117.351 33.799),6
871,-121.751,39.788,01,03,2015,yes,Lasthenia californica,60,POINT (-121.751 39.788),2
872,-121.767,39.779,15,02,2015,yes,Lasthenia californica,46,POINT (-121.767 39.779),2
874,-118.16,34.86,18,04,1990,yes,Lasthenia californica,108,POINT (-118.16 34.86),7
875,-119.217,35.283,24,03,1995,yes,Lasthenia californica,83,POINT (-119.217 35.283),5
876,-116.12,32.62,22,03,1995,yes,Lasthenia californica,81,POINT (-116.12 32.62),7
877,-117.268,33.522,07,04,2003,yes,Lasthenia californica,97,POINT (-117.268 33.522),6
878,-117.26,33.808,03,04,2003,yes,Lasthenia californica,93,POINT (-117.26 33.808),6
879,-121.363,38.978,01,03,2013,yes,Lasthenia californica,60,POINT (-121.363 38.978),2
880,-120.773,35.254,08,03,2005,yes,Lasthenia californica,67,POINT (-120.773 35.254),4
881,-118.394,35.086,26,04,2001,yes,Lasthenia californica,116,POINT (-118.394 35.086),7
882,-118.395,34.668,21,05,1998,yes,Lasthenia californica,141,POINT (-118.395 34.668),6
883,-119.026,34.8,20,05,1998,yes,Lasthenia californica,140,POINT (-119.026 34.8),5
884,-121.24,35.977,24,04,2000,yes,Lasthenia californica,115,POINT (-121.24 35.977),4
885,-118.462,34.697,21,03,1997,yes,Lasthenia californica,80,POINT (-118.462 34.697),7
886,-118.44,34.694,26,03,1997,yes,Lasthenia californica,85,POINT (-118.44 34.694),7
887,-118.453,34.451,04,03,1997,yes,Lasthenia californica,63,POINT (-118.453 34.451),6
888,-117.042,33.706,19,04,1996,yes,Lasthenia californica,110,POINT (-117.042 33.706),6
891,-121.91,37.884,18,04,2010,yes,Lasthenia californica,108,POINT (-121.91 37.884),5
892,-121.166,36.484,21,03,2009,yes,Lasthenia californica,80,POINT (-121.166 36.484),4
893,-120.857,37.27,31,03,2004,yes,Lasthenia californica,91,POINT (-120.857 37.27),5
910,-118.167,34.583,21,03,1989,yes,Lasthenia californica,80,POINT (-118.167 34.583),7
911,-117.233,33.0,30,03,1989,yes,Lasthenia californica,89,POINT (-117.233 33),6
913,-116.917,32.675,16,03,1985,yes,Lasthenia californica,75,POINT (-116.917 32.675),6
915,-116.101,32.643,14,03,2001,yes,Lasthenia californica,73,POINT (-116.101 32.643),7
978,-123.227,39.161,16,04,2016,yes,Lasthenia californica,107,POINT (-123.227 39.161),1
988,-123.228,39.162,29,04,2013,yes,Lasthenia californica,119,POINT (-123.228 39.162),1
991,-120.891,38.406,05,04,2014,yes,Lasthenia californica,95,POINT (-120.891 38.406),5
992,-121.379,38.981,28,03,2013,yes,Lasthenia californica,87,POINT (-121.379 38.981),2
1011,-122.13,37.008,20,04,2016,yes,Lasthenia californica,111,POINT (-122.13 37.008),4
1012,-121.893,37.209,09,03,2016,yes,Lasthenia californica,69,POINT (-121.893 37.209),4
1013,-121.098,36.569,03,03,2016,yes,Lasthenia californica,63,POINT (-121.098 36.569),4
1014,-121.117,36.511,27,02,2016,yes,Lasthenia californica,58,POINT (-121.117 36.511),4
1015,-121.865,37.162,25,04,2013,yes,Lasthenia californica,115,POINT (-121.865 37.162),4
1016,-121.258,37.065,04,04,2015,yes,Lasthenia californica,94,POINT (-121.258 37.065),4
1017,-121.75,37.079,02,04,2015,yes,Lasthenia californica,92,POINT (-121.75 37.079),4
1018,-121.887,37.211,23,03,2015,yes,Lasthenia californica,82,POINT (-121.887 37.211),4
1019,-121.09,36.555,13,03,2015,yes,Lasthenia californica,72,POINT (-121.09 36.555),4
1020,-121.744,36.701,10,03,2015,yes,Lasthenia californica,69,POINT (-121.744 36.701),4
1058,-122.219,37.402,20,02,2011,yes,Lasthenia californica,51,POINT (-122.219 37.402),4
1059,-116.454,34.143,05,04,2003,yes,Lasthenia californica,95,POINT (-116.454 34.143),7
1060,-117.1,34.367,21,05,1995,yes,Lasthenia californica,141,POINT (-117.1 34.367),7
1070,-121.75,36.488,18,04,2009,yes,Lasthenia californica,108,POINT (-121.75 36.488),4
1077,-122.626,37.964,22,03,2014,yes,Lasthenia californica,81,POINT (-122.626 37.964),1
1081,-122.975,37.993,10,04,2016,yes,Lasthenia californica,101,POINT (-122.975 37.993),1
1082,-121.543,39.598,16,03,2016,yes,Lasthenia californica,76,POINT (-121.543 39.598),2
1083,-122.222,37.404,03,04,2011,yes,Lasthenia californica,93,POINT (-122.222 37.404),4
1084,-122.221,37.402,03,04,2011,yes,Lasthenia californica,93,POINT (-122.221 37.402),4
1085,-122.226,37.406,12,04,2011,yes,Lasthenia californica,102,POINT (-122.226 37.406),4
1086,-121.379,38.981,28,03,2013,yes,Lasthenia californica,87,POINT (-121.379 38.981),2
1087,-122.625,37.964,22,03,2014,yes,Lasthenia californica,81,POINT (-122.625 37.964),1
1088,-121.363,38.978,01,03,2013,yes,Lasthenia californica,60,POINT (-121.363 38.978),2
1089,-122.626,37.964,10,05,2014,yes,Lasthenia californica,130,POINT (-122.626 37.964),1
1090,-119.436,34.014,04,04,1996,yes,Lasthenia californica,95,POINT (-119.436 34.014),6
1102,-121.658,37.342,28,04,1973,yes,Lasthenia californica,118,POINT (-121.658 37.342),4
1114,-119.542,35.025,08,03,1997,yes,Lasthenia californica,67,POINT (-119.542 35.025),5
1122,-116.85,33.992,24,04,1996,yes,Lasthenia californica,115,POINT (-116.85 33.992),7
1123,-117.24,33.53,04,05,1974,yes,Lasthenia californica,124,POINT (-117.24 33.53),6
1125,-117.05,33.767,05,04,1993,yes,Lasthenia californica,95,POINT (-117.05 33.767),6
1126,-116.6,33.983,05,04,1995,yes,Lasthenia californica,95,POINT (-116.6 33.983),7
1127,-117.04,33.74,21,05,1998,yes,Lasthenia californica,141,POINT (-117.04 33.74),6
1128,-117.183,33.708,12,03,1997,yes,Lasthenia californica,71,POINT (-117.183 33.708),6
1129,-117.287,33.506,18,04,1968,yes,Lasthenia californica,109,POINT (-117.287 33.506),6
1132,-116.652,33.967,09,03,2005,yes,Lasthenia californica,68,POINT (-116.652 33.967),7
1133,-117.208,33.767,14,04,1996,yes,Lasthenia californica,105,POINT (-117.208 33.767),6
1134,-122.867,39.117,08,04,2001,yes,Lasthenia californica,98,POINT (-122.867 39.117),2
1135,-118.256,35.419,01,05,2008,yes,Lasthenia californica,122,POINT (-118.256 35.419),7
1136,-119.733,35.733,26,03,1995,yes,Lasthenia californica,85,POINT (-119.733 35.733),5
1139,-119.029,36.71,24,05,1998,yes,Lasthenia californica,144,POINT (-119.029 36.71),5
1140,-119.444,36.897,22,03,1996,yes,Lasthenia californica,82,POINT (-119.444 36.897),5
1142,-118.592,34.421,14,04,2003,yes,Lasthenia californica,104,POINT (-118.592 34.421),6
1143,-123.703,38.973,11,05,1984,yes,Lasthenia californica,132,POINT (-123.703 38.973),1
